id_venta,fecha,cliente,producto,precio,cantidad
48,06/11/2023,MARTA,Mouse,0,
49,,PeDro ,Laptop,350,1.0
50,, sofia,Monitor,-10,10.0
51,26/11/2023,luis,Laptop,-10,10.0
52,2023-06-06, sofia,Cables,15,
53,2023.02.04,CARLA,Monitor,-10,
54,18/05/2023,luis,Mouse,-10,
55,2023-04-12, ana,Cables,1200,5.0
56,,MARTA,Laptop,0,2.0
57,,JUAN,Mouse,ERROR,1.0
58,2023-11-15, ana,Laptop,350,5.0
59,2023-11-10, ana,Laptop,-10,10.0
60,,PeDro ,Teclado,ERROR,2.0
61,2023.07.03, hicham ,Laptop,-10,2.0
62,16/01/2023,CARLA,Cables,0,5.0
63,,CARLA,Monitor,ERROR,5.0
64,2023.08.30,MARTA,Teclado,1200,
65,,MARTA,Teclado,0,
66,,PeDro ,Monitor,0,1.0
67,2023.05.04, hicham ,Teclado,15,10.0
68,2023-07-18,PeDro ,Mouse,15,5.0
69,2023-12-27,PeDro ,Mouse,350,2.0
70,2023.05.19, hicham ,Mouse,-10,2.0
71,01/10/2023,CARLA,Cables,0,1.0
72,,luis,Laptop,15,1.0
73,07/03/2023,luis,Monitor,350,1.0
74,2023.05.01, sofia,Cables,0,
75,,CARLA,Laptop,15,5.0
76,19/10/2023, hicham ,Laptop,1200,10.0
77,,JUAN,Teclado,1200,1.0
78,2023-02-09, hicham ,Monitor,0,5.0
79,2023-08-09,CARLA,Laptop,15,
80,,CARLA,Monitor,1200,
81,2023.10.07, sofia,Laptop,ERROR,1.0
82,15/09/2023, ana,Mouse,15,2.0
83,2023.07.27, hicham ,Cables,15,
84,2023.11.25,PeDro ,Mouse,0,2.0
85,27/10/2023,JUAN,Mouse,-10,2.0
86,2023.10.08,MARTA,Teclado,0,10.0
87,05/04/2023, ana,Monitor,15,
88,2023.05.03,CARLA,Mouse,15,2.0
89,2023.12.05,MARTA,Cables,0,2.0
90,2023-12-19, ana,Cables,350,
91,2023.10.08,MARTA,Mouse,15,1.0
92,04/04/2023,JUAN,Cables,1200,5.0
93,30/05/2023,luis,Monitor,ERROR,1.0
94,2023-11-14,luis,Laptop,1200,1.0
95,2023-11-12,CARLA,Monitor,1200,5.0
96,,PeDro ,Laptop,1200,5.0
97,2023-04-24,JUAN,Monitor,15,1.0
98,2023.08.26,MARTA,Cables,1200,
99,2023.12.02,CARLA,Teclado,15,2.0
100,, hicham ,Monitor,0,2.0
101,23/01/2023, hicham ,Monitor,1200,
102,2023-07-27,PeDro ,Laptop,0,
103,2023-08-10,luis,Mouse,15,10.0
104,07/04/2023,PeDro ,Cables,350,
105,,JUAN,Monitor,15,
106,,PeDro ,Teclado,-10,
107,30/03/2023,luis,Mouse,ERROR,
108,2023-01-24,luis,Laptop,ERROR,
109,2023-03-04, ana,Laptop,0,10.0
110,22/01/2023,CARLA,Mouse,-10,5.0
111,,CARLA,Mouse,15,
112,29/09/2023,PeDro ,Monitor,0,
113,2023.12.19,JUAN,Mouse,ERROR,
114,2023.05.25,CARLA,Mouse,-10,5.0
115,24/10/2023,luis,Cables,1200,
116,26/12/2023, hicham ,Laptop,1200,
117,01/02/2023,JUAN,Monitor,0,10.0
118,2023.01.22,PeDro ,Mouse,15,
119,24/11/2023,PeDro ,Monitor,1200,1.0
120,2023.12.21,PeDro ,Mouse,0,2.0
121,2023-11-28, ana,Mouse,ERROR,2.0
122,14/05/2023, ana,Monitor,ERROR,10.0
123,2023.08.21, hicham ,Cables,350,2.0
124,2023.11.10,JUAN,Cables,0,1.0
125,07/12/2023, ana,Mouse,350,
126,21/01/2023, hicham ,Cables,1200,
127,2023-10-14,MARTA,Mouse,1200,10.0
128,2023.05.28,luis,Teclado,1200,2.0
129,, hicham ,Teclado,-10,
130,2023.03.18,MARTA,Cables,-10,
131,,MARTA,Monitor,1200,
132,2023-08-29,JUAN,Mouse,1200,2.0
133,2023-03-20, hicham ,Cables,350,1.0
134,2023-07-27,JUAN,Mouse,15,
135,,PeDro ,Teclado,ERROR,1.0
136,2023.07.05,luis,Monitor,1200,
137,,JUAN,Laptop,1200,
138,2023-02-23, sofia,Teclado,-10,1.0
139,25/05/2023,luis,Mouse,15,
140,18/09/2023,JUAN,Laptop,ERROR,1.0
141,2023-10-15, sofia,Monitor,1200,10.0
142,,PeDro ,Laptop,-10,
143,2023.04.13,CARLA,Cables,-10,1.0
144,2023-07-14,JUAN,Cables,-10,
145,2023-06-19,CARLA,Mouse,0,
146,2023-10-03, hicham ,Teclado,15,
147,2023.07.11, hicham ,Monitor,1200,10.0
148,09/06/2023, ana,Laptop,15,
149,2023.11.07, hicham ,Monitor,15,
150,2023.03.16,JUAN,Cables,ERROR,
151,2023-12-19,JUAN,Mouse,ERROR,1.0
152,2023.03.19,PeDro ,Teclado,350,
153,2023-01-06,CARLA,Cables,ERROR,1.0
154,2023.09.11,PeDro ,Monitor,350,
155,,CARLA,Cables,ERROR,1.0
156,08/11/2023, ana,Teclado,ERROR,2.0
157,2023-10-21,JUAN,Teclado,0,2.0
158,23/01/2023, sofia,Cables,-10,5.0
159,28/08/2023,JUAN,Monitor,1200,10.0
160,2023-06-22,MARTA,Cables,1200,
161,,MARTA,Monitor,15,5.0
162,, sofia,Teclado,-10,10.0
163,2023-07-05, sofia,Cables,0,10.0
164,21/08/2023,luis,Teclado,ERROR,
165,28/05/2023, ana,Laptop,-10,10.0
166,2023.07.19, sofia,Monitor,0,1.0
167,2023.11.13,luis,Monitor,350,10.0
168,, sofia,Monitor,ERROR,
169,2023.03.10,JUAN,Teclado,1200,10.0
170,2023.01.31,luis,Monitor,0,5.0
171,02/12/2023,JUAN,Teclado,1200,10.0
172,2023.12.19,luis,Monitor,0,
173,2023-01-20,CARLA,Teclado,0,
174,,JUAN,Teclado,ERROR,
175,07/01/2023, hicham ,Monitor,-10,2.0
176,03/08/2023,CARLA,Laptop,ERROR,2.0
177,2023.01.30,JUAN,Mouse,0,1.0
178,,JUAN,Monitor,-10,2.0
179,2023.11.08, hicham ,Mouse,15,
180,2023-01-14, sofia,Monitor,1200,10.0
181,2023-02-24, hicham ,Cables,1200,
182,01/04/2023, hicham ,Laptop,0,
183,2023-09-23, hicham ,Mouse,1200,
184,2023-10-04, ana,Monitor,0,
185,2023-11-12,PeDro ,Teclado,ERROR,2.0
186,24/09/2023,PeDro ,Monitor,-10,2.0
187,24/03/2023,MARTA,Teclado,1200,5.0
188,,CARLA,Laptop,350,
189,2023.08.29,luis,Monitor,350,2.0
190,26/11/2023, hicham ,Monitor,350,2.0
191,, ana,Monitor,-10,1.0
192,2023-11-20,JUAN,Mouse,15,
193,, ana,Mouse,350,10.0
194,,PeDro ,Teclado,1200,1.0
195,18/12/2023, hicham ,Teclado,0,
196,2023-06-12, sofia,Teclado,0,
197,2023.06.09,MARTA,Laptop,1200,5.0
198,2023-07-16, sofia,Monitor,0,
199,18/12/2023, ana,Mouse,0,2.0
200,01/06/2023, hicham ,Monitor,0,
201,2023.06.16, sofia,Mouse,350,1.0
202,2023-04-28,JUAN,Laptop,15,1.0
203,12/07/2023,PeDro ,Mouse,0,1.0
204,2023.09.06,luis,Teclado,-10,1.0
205,2023.06.07, sofia,Monitor,-10,2.0
206,, ana,Teclado,-10,2.0
207,27/11/2023,JUAN,Teclado,ERROR,5.0
208,2023-03-29,JUAN,Monitor,350,
209,2023.11.03, hicham ,Monitor,350,10.0
210,, ana,Monitor,1200,
211,2023-05-10,JUAN,Monitor,ERROR,
212,2023.09.29, hicham ,Cables,0,1.0
213,16/02/2023, sofia,Teclado,15,2.0
214,11/02/2023,JUAN,Laptop,15,2.0
215,,CARLA,Mouse,ERROR,5.0
216,2023.03.18, ana,Teclado,1200,2.0
217,2023-07-07,MARTA,Mouse,15,
218,17/03/2023,MARTA,Monitor,-10,
219,2023.07.13, hicham ,Mouse,0,
220,2023.06.26,luis,Cables,350,
221,2023-06-29,JUAN,Teclado,1200,5.0
222,2023-01-04, hicham ,Laptop,ERROR,1.0
223,, sofia,Cables,-10,10.0
224,2023.08.04,luis,Laptop,350,1.0
225,2023-04-30,PeDro ,Cables,15,
226,12/05/2023,MARTA,Laptop,1200,10.0
227,2023-02-25,PeDro ,Laptop,350,10.0
228,23/02/2023,JUAN,Teclado,-10,5.0
229,2023-02-23,luis,Laptop,1200,
230,, hicham ,Mouse,350,10.0
231,11/04/2023,PeDro ,Mouse,ERROR,
232,2023.08.10,JUAN,Monitor,ERROR,
233,2023-09-14, hicham ,Teclado,ERROR,5.0
234,04/03/2023, hicham ,Cables,350,
235,29/10/2023, sofia,Monitor,1200,1.0
236,2023-10-23, sofia,Cables,350,5.0
237,,PeDro ,Monitor,15,1.0
238,2023-01-24,CARLA,Laptop,-10,
239,2023-12-17,CARLA,Teclado,1200,
240,,PeDro ,Mouse,15,5.0
241,07/01/2023,JUAN,Cables,ERROR,
242,2023.08.03, hicham ,Teclado,0,2.0
243,2023.04.09, sofia,Monitor,ERROR,
244,2023-03-17, sofia,Laptop,1200,5.0
245,18/12/2023, sofia,Teclado,0,5.0
246,23/01/2023,JUAN,Laptop,-10,1.0
247,17/07/2023,luis,Laptop,1200,
248,2023.06.10,CARLA,Monitor,0,1.0
249,2023-04-07,CARLA,Laptop,0,
250,13/02/2023,PeDro ,Monitor,ERROR,
251,12/11/2023,luis,Teclado,350,1.0
252,2023-10-11, ana,Laptop,0,
253,2023.10.31, ana,Cables,15,1.0
254,, sofia,Monitor,15,2.0
255,15/03/2023,luis,Mouse,-10,1.0
256,2023.10.07, ana,Mouse,15,5.0
257,2023.02.11, hicham ,Monitor,350,5.0
258,2023.05.21,JUAN,Cables,ERROR,1.0
259,2023-04-11, sofia,Monitor,350,5.0
260,2023.04.08,PeDro ,Monitor,350,10.0
261,,JUAN,Teclado,15,2.0
262,31/03/2023,MARTA,Mouse,1200,
263,2023-11-15, sofia,Mouse,350,1.0
264,2023.07.06,PeDro ,Monitor,0,
265,,CARLA,Monitor,-10,10.0
266,2023-10-30, hicham ,Mouse,0,
267,14/08/2023,JUAN,Mouse,-10,10.0
268,2023-01-16,CARLA,Teclado,350,1.0
269,,luis,Teclado,15,5.0
270,2023.08.07,JUAN,Teclado,0,5.0
271,2023.01.27, sofia,Laptop,350,1.0
272,2023-03-13, ana,Cables,0,10.0
273,2023.02.11, sofia,Mouse,1200,
274,, hicham ,Mouse,15,
275,04/09/2023, sofia,Cables,ERROR,10.0
276,,CARLA,Mouse,-10,
277,2023.07.04, ana,Cables,ERROR,1.0
278,2023-10-03, hicham ,Monitor,-10,1.0
279,2023-12-25, ana,Teclado,1200,5.0
280,2023.05.09,JUAN,Monitor,15,2.0
281,14/12/2023,CARLA,Mouse,0,
282,16/11/2023, ana,Cables,1200,5.0
283,2023.06.23,PeDro ,Cables,ERROR,10.0
284,2023.01.18,CARLA,Monitor,-10,2.0
285,, sofia,Laptop,350,1.0
286,, hicham ,Cables,350,5.0
287,12/06/2023, ana,Teclado,350,
288,2023.10.02, ana,Cables,1200,2.0
289,2023.05.07,MARTA,Teclado,350,10.0
290,25/11/2023, sofia,Cables,350,10.0
291,26/07/2023, ana,Cables,0,2.0
292,2023-02-14,JUAN,Laptop,1200,1.0
293,2023.07.12, sofia,Mouse,1200,
294,06/06/2023, hicham ,Monitor,15,
295,2023-02-27,luis,Mouse,-10,
296,2023-10-27,MARTA,Laptop,350,10.0
297,2023-10-25, hicham ,Laptop,15,
298,07/11/2023,CARLA,Cables,-10,
299,,MARTA,Laptop,15,2.0
300,2023-11-27, ana,Mouse,ERROR,1.0
301,2023-03-03, ana,Mouse,15,2.0
302,2023-04-01,JUAN,Teclado,0,2.0
303,,JUAN,Monitor,350,
304,,luis,Laptop,0,
305,2023-10-23, hicham ,Monitor,350,1.0
306,18/02/2023,PeDro ,Cables,15,5.0
307,2023-01-20,JUAN,Laptop,-10,10.0
308,16/11/2023,MARTA,Laptop,15,
309,,luis,Teclado,ERROR,
310,2023.09.11,luis,Laptop,1200,10.0
311,2023-02-23,PeDro ,Mouse,0,5.0
312,, sofia,Mouse,1200,1.0
313,2023.04.26,luis,Monitor,-10,5.0
314,2023-09-18,PeDro ,Monitor,0,2.0
315,15/08/2023, ana,Laptop,-10,10.0
316,, sofia,Cables,15,
317,,JUAN,Monitor,ERROR,1.0
318,10/09/2023,PeDro ,Monitor,1200,
319,2023.03.19, ana,Monitor,1200,1.0
320,,MARTA,Cables,1200,
321,2023-05-25,CARLA,Teclado,ERROR,2.0
322,04/09/2023, hicham ,Monitor,15,10.0
323,24/06/2023, hicham ,Cables,0,1.0
324,2023-06-30,MARTA,Cables,1200,1.0
325,2023.03.28,PeDro ,Mouse,-10,2.0
326,2023.05.17,CARLA,Mouse,350,2.0
327,2023.03.04, sofia,Laptop,ERROR,1.0
328,2023-11-15, ana,Cables,1200,5.0
329,,PeDro ,Laptop,ERROR,1.0
330,10/11/2023,MARTA,Monitor,-10,1.0
331,2023.03.16,PeDro ,Teclado,-10,
332,2023-11-10,JUAN,Teclado,0,10.0
333,2023-05-29,JUAN,Mouse,1200,
334,2023.04.23, sofia,Laptop,15,5.0
335,2023.11.14,PeDro ,Teclado,15,5.0
336,2023.10.28,PeDro ,Monitor,0,5.0
337,, ana,Mouse,0,
338,2023.03.18,PeDro ,Mouse,-10,2.0
339,2023-10-25,MARTA,Monitor,15,
340,2023.03.11,CARLA,Teclado,1200,
341,02/03/2023, ana,Cables,-10,
342,2023-07-03,MARTA,Teclado,1200,10.0
343,2023.01.10,PeDro ,Cables,ERROR,
344,,JUAN,Teclado,350,10.0
345,2023.12.15, ana,Monitor,-10,10.0
346,08/10/2023,CARLA,Monitor,15,2.0
347,2023.12.20, hicham ,Laptop,15,2.0
348,2023-08-16,MARTA,Monitor,-10,10.0
349,25/11/2023, sofia,Laptop,-10,1.0
350,,JUAN,Monitor,0,2.0
351,2023-12-31, ana,Cables,15,
352,2023.04.03,CARLA,Monitor,ERROR,10.0
353,29/11/2023,luis,Monitor,15,1.0
354,,luis,Monitor,ERROR,
355,2023.07.21,CARLA,Monitor,-10,
356,2023-04-02, sofia,Laptop,-10,
357,2023-09-10,CARLA,Laptop,350,5.0
358,2023.03.12,MARTA,Monitor,ERROR,
359,, ana,Laptop,1200,10.0
360,,JUAN,Mouse,350,1.0
361,2023.08.24, sofia,Teclado,15,2.0
362,24/08/2023,CARLA,Cables,15,
363,2023-08-19,luis,Laptop,-10,5.0
364,2023.04.24, ana,Mouse,-10,1.0
365,2023-12-27,luis,Teclado,ERROR,5.0
366,,CARLA,Monitor,350,1.0
367,,JUAN,Monitor,1200,5.0
368,2023.06.25,CARLA,Mouse,ERROR,2.0
369,2023.06.26,luis,Cables,15,2.0
370,23/05/2023,MARTA,Teclado,-10,1.0
371,2023-10-03,CARLA,Monitor,15,1.0
372,2023-03-31, sofia,Mouse,350,1.0
373,19/12/2023,MARTA,Mouse,ERROR,1.0
374,19/01/2023,PeDro ,Mouse,15,5.0
375,2023.08.19, sofia,Monitor,1200,5.0
376,07/03/2023, hicham ,Laptop,-10,1.0
377,, hicham ,Cables,1200,1.0
378,2023-03-21,luis,Laptop,1200,
379,, hicham ,Laptop,15,
380,2023-03-21,MARTA,Laptop,ERROR,2.0
381,2023-03-31,luis,Monitor,0,
382,2023-07-19,JUAN,Teclado,1200,10.0
383,,CARLA,Teclado,0,
384,2023-08-30, sofia,Teclado,15,
385,02/01/2023,luis,Mouse,ERROR,5.0
386,2023.03.10,PeDro ,Mouse,1200,
387,2023.01.08, sofia,Mouse,ERROR,
388,25/01/2023, sofia,Teclado,0,
389,,luis,Teclado,ERROR,10.0
390,16/02/2023, sofia,Monitor,1200,
391,19/12/2023,luis,Cables,1200,2.0
392,16/05/2023,JUAN,Laptop,15,2.0
393,27/11/2023, sofia,Laptop,350,2.0
394,2023-02-11,PeDro ,Monitor,-10,10.0
395,,PeDro ,Cables,1200,10.0
396,22/02/2023,luis,Teclado,0,10.0
397,,CARLA,Laptop,0,10.0
398,2023-12-13,CARLA,Monitor,1200,5.0
399,2023-12-02,JUAN,Cables,0,
400,2023.11.27,luis,Laptop,350,10.0
401,2023.06.27, sofia,Cables,1200,5.0
402,2023-09-12, ana,Monitor,350,
403,2023.09.01,CARLA,Mouse,1200,2.0
404,2023-07-16,MARTA,Monitor,1200,2.0
405,2023.03.15,PeDro ,Cables,-10,10.0
406,2023-11-06, ana,Laptop,1200,
407,,PeDro ,Mouse,350,
408,24/01/2023, ana,Laptop,1200,2.0
409,12/03/2023,CARLA,Cables,1200,5.0
410,17/04/2023,MARTA,Mouse,ERROR,
411,, hicham ,Teclado,15,1.0
412,2023-09-01,PeDro ,Monitor,15,10.0
413,10/04/2023, hicham ,Cables,ERROR,10.0
414,2023.04.27, sofia,Teclado,15,5.0
415,,CARLA,Cables,0,
416,2023.05.05,PeDro ,Laptop,350,
417,2023.02.07, ana,Mouse,350,
418,06/12/2023,CARLA,Laptop,-10,
419,, sofia,Laptop,15,
420,2023-11-21,JUAN,Laptop,15,2.0
421,2023-07-13, sofia,Laptop,ERROR,2.0
422,2023-11-10,luis,Mouse,1200,
423,,MARTA,Laptop,350,
424,2023.01.09, ana,Mouse,1200,5.0
425,2023-04-05, hicham ,Monitor,0,2.0
426,,luis,Laptop,15,1.0
427,, ana,Monitor,0,
428,2023.01.07,MARTA,Laptop,350,1.0
429,2023.12.05,PeDro ,Teclado,ERROR,10.0
430,,CARLA,Teclado,15,1.0
431,10/07/2023,CARLA,Teclado,-10,10.0
432,,CARLA,Cables,15,
433,2023-11-29,CARLA,Laptop,-10,
434,18/12/2023, sofia,Teclado,15,10.0
435,2023.12.01, hicham ,Cables,15,10.0
436,2023-05-16, hicham ,Mouse,350,10.0
437,08/04/2023,JUAN,Teclado,15,5.0
438,2023.11.09,PeDro ,Teclado,0,1.0
439,28/06/2023, sofia,Cables,-10,1.0
440,2023.01.27,MARTA,Cables,ERROR,5.0
441,,JUAN,Mouse,0,10.0
442,07/07/2023,luis,Monitor,0,
443,2023.02.20,JUAN,Cables,ERROR,
444,, hicham ,Mouse,350,5.0
445,12/04/2023, ana,Monitor,ERROR,
446,, hicham ,Laptop,0,5.0
447,2023-02-20,MARTA,Monitor,1200,
448,2023-04-03,PeDro ,Cables,350,10.0
449,2023-10-30,PeDro ,Mouse,0,2.0
450,06/01/2023, ana,Laptop,0,5.0
451,,MARTA,Cables,ERROR,1.0
452,,MARTA,Monitor,0,2.0
453,2023-03-20,luis,Monitor,0,1.0
454,14/06/2023,PeDro ,Monitor,0,10.0
455,28/06/2023, hicham ,Teclado,1200,10.0
456,23/06/2023,PeDro ,Cables,15,5.0
457,2023-08-05,luis,Monitor,-10,10.0
458,2023-11-18,CARLA,Teclado,350,10.0
459,2023.09.05,luis,Cables,ERROR,
460,21/06/2023,luis,Monitor,1200,5.0
461,2023-07-19,MARTA,Laptop,-10,
462,,JUAN,Laptop,1200,
463,2023-09-06,JUAN,Laptop,0,
464,,CARLA,Cables,1200,10.0
465,2023.01.08, ana,Monitor,ERROR,2.0
466,2023.01.11, hicham ,Teclado,1200,5.0
467,2023.06.22,JUAN,Laptop,350,
468,,CARLA,Monitor,ERROR,1.0
469,,MARTA,Laptop,-10,
470,2023.08.08,MARTA,Monitor,350,5.0
471,,MARTA,Teclado,0,5.0
472,2023-01-01, ana,Cables,350,
473,2023.10.03, sofia,Monitor,0,5.0
474,2023-04-05,CARLA,Laptop,-10,1.0
475,,CARLA,Mouse,350,
476,13/12/2023,MARTA,Teclado,-10,
477,22/09/2023, sofia,Teclado,15,
478,,JUAN,Monitor,0,2.0
479,2023-10-26, hicham ,Teclado,15,
480,23/06/2023,MARTA,Laptop,-10,5.0
481,,luis,Cables,-10,1.0
482,,luis,Laptop,15,1.0
483,2023-06-15,PeDro ,Laptop,0,10.0
484,2023-09-07,PeDro ,Monitor,15,5.0
485,19/02/2023,CARLA,Monitor,0,10.0
486,03/10/2023,PeDro ,Monitor,1200,1.0
487,2023.05.29,JUAN,Cables,0,10.0
488,,PeDro ,Monitor,350,10.0
489,2023-05-04,MARTA,Teclado,0,
490,2023.05.18,CARLA,Teclado,15,1.0
491,, ana,Mouse,ERROR,2.0
492,,JUAN,Mouse,0,2.0
493,2023.07.22, ana,Cables,1200,2.0
494,2023-08-12, sofia,Laptop,ERROR,10.0
495,, ana,Teclado,1200,2.0
496,2023.04.29, sofia,Mouse,15,10.0
497,2023-11-30,luis,Laptop,15,5.0
498,2023-01-14,luis,Cables,ERROR,10.0
499,26/02/2023,CARLA,Cables,350,
500,2023-12-25,luis,Mouse,15,
501,03/04/2023,luis,Monitor,ERROR,2.0
502,,MARTA,Teclado,-10,
503,,MARTA,Mouse,0,
504,,JUAN,Mouse,-10,1.0
505,,MARTA,Teclado,0,2.0
506,30/05/2023, hicham ,Cables,-10,2.0
507,2023-08-18, ana,Laptop,-10,
508,2023.02.16,PeDro ,Cables,ERROR,10.0
509,2023-04-22,PeDro ,Teclado,350,5.0
510,,JUAN,Monitor,15,1.0
511,13/01/2023,luis,Laptop,1200,10.0
512,2023.01.23, ana,Monitor,0,5.0
513,23/04/2023,JUAN,Cables,15,10.0
514,04/02/2023, hicham ,Monitor,-10,2.0
515,2023-02-07, sofia,Laptop,1200,1.0
516,, sofia,Cables,ERROR,
517,2023-08-30, hicham ,Mouse,-10,1.0
518,08/10/2023,MARTA,Teclado,350,10.0
519,,JUAN,Cables,1200,2.0
520,2023-09-24,JUAN,Mouse,350,10.0
521,2023.03.02, ana,Laptop,-10,
522,,JUAN,Cables,350,
523,05/08/2023,CARLA,Cables,-10,2.0
524,2023.06.30,PeDro ,Cables,ERROR,
525,2023-06-13,MARTA,Mouse,350,
526,2023-01-01,JUAN,Mouse,1200,1.0
527,05/12/2023, sofia,Mouse,0,
528,2023.04.06, sofia,Mouse,1200,1.0
529,,JUAN,Teclado,0,10.0
530,03/09/2023,PeDro ,Laptop,ERROR,
531,2024-01-01,luis,Teclado,350,2.0
532,2023-03-18,JUAN,Laptop,ERROR,1.0
533,2023-01-18, hicham ,Cables,350,
534,2023-08-22,PeDro ,Monitor,-10,2.0
535,2023-01-05, sofia,Monitor,350,
536,, ana,Mouse,15,5.0
537,17/03/2023, sofia,Monitor,1200,10.0
538,14/05/2023,MARTA,Cables,1200,
539,, ana,Teclado,15,2.0
540,2023.03.01, hicham ,Monitor,0,10.0
541,08/11/2023, hicham ,Cables,ERROR,
542,2023-06-22, sofia,Monitor,-10,10.0
543,,CARLA,Laptop,350,2.0
544,2023-09-28,CARLA,Monitor,0,10.0
545,2023.04.30, sofia,Laptop,ERROR,2.0
546,2023-05-10,MARTA,Mouse,ERROR,
547,13/04/2023,luis,Cables,0,5.0
548,,MARTA,Laptop,15,
549,2023.06.28,PeDro ,Laptop,350,1.0
550,,luis,Laptop,-10,1.0
551,2023.08.19,CARLA,Cables,0,10.0
552,2023.05.02,luis,Monitor,350,1.0
553,2023.06.13,CARLA,Monitor,ERROR,10.0
554,, sofia,Laptop,1200,1.0
555,2023-09-02, ana,Laptop,15,5.0
556,27/11/2023,CARLA,Laptop,15,1.0
557,2023.10.29, hicham ,Laptop,15,
558,28/02/2023, hicham ,Mouse,1200,2.0
559,21/01/2023,CARLA,Laptop,0,5.0
560,2023-07-23,MARTA,Teclado,1200,
561,2023-11-12, sofia,Mouse,-10,
562,2023.04.11, ana,Teclado,15,
563,2023.09.02,luis,Monitor,1200,5.0
564,2023-06-14,PeDro ,Teclado,15,2.0
565,2023.04.04,CARLA,Laptop,1200,1.0
566,2023-08-17,MARTA,Laptop,1200,5.0
567,2023.03.22,CARLA,Mouse,ERROR,10.0
568,,PeDro ,Mouse,ERROR,5.0
569,2023-07-01,CARLA,Cables,350,1.0
570,2023-07-23, hicham ,Laptop,350,
571,09/03/2023,MARTA,Monitor,15,5.0
572,2023-02-13,CARLA,Cables,350,1.0
573,28/01/2023,PeDro ,Monitor,ERROR,2.0
574,25/08/2023,CARLA,Laptop,0,1.0
575,2023.09.30, hicham ,Cables,-10,1.0
576,2023-07-13,JUAN,Cables,15,10.0
577,, hicham ,Mouse,0,
578,2023.06.08, ana,Monitor,15,
579,25/02/2023,luis,Cables,15,2.0
580,2023-11-06,PeDro ,Cables,ERROR,1.0
581,2023-11-27,CARLA,Laptop,-10,2.0
582,,PeDro ,Laptop,ERROR,
583,, sofia,Monitor,ERROR,1.0
584,2023.02.20, sofia,Laptop,15,2.0
585,, sofia,Laptop,ERROR,
586,2023-10-15,CARLA,Cables,0,2.0
587,02/12/2023, hicham ,Teclado,-10,1.0
588,2023.10.07, sofia,Laptop,-10,10.0
589,2023.07.12, ana,Teclado,-10,1.0
590,2023-03-17, sofia,Monitor,350,5.0
591,16/05/2023,MARTA,Laptop,15,2.0
592,2023.11.15,PeDro ,Mouse,15,10.0
593,2023-10-02, ana,Teclado,ERROR,
594,,JUAN,Teclado,350,
595,2023-03-13,MARTA,Monitor,15,
596,, hicham ,Laptop,15,
597,,MARTA,Laptop,-10,10.0
598,20/01/2023, hicham ,Cables,1200,
599,2023.02.07, hicham ,Teclado,1200,5.0
600,24/02/2023,CARLA,Mouse,ERROR,
601,2023-08-16,CARLA,Mouse,-10,10.0
602,15/12/2023,luis,Cables,350,5.0
603,2023-07-11, sofia,Laptop,0,
604,07/04/2023, hicham ,Monitor,-10,1.0
605,2023.05.14, ana,Cables,350,
606,2023.06.28,JUAN,Laptop,-10,2.0
607,2023.01.04, hicham ,Laptop,15,
608,2023-04-19, hicham ,Monitor,350,2.0
609,,PeDro ,Mouse,ERROR,1.0
610,2023-11-19,PeDro ,Monitor,0,5.0
